project__name,tw_size,tw_quantity,tw_with_pc_percentage,tw_improves_cr_quantity,tw_equal_cr_quantity,tw_improves_ipe_quantity,tw_equal_ipe_quantity,tw_worsen_ipe_quantity,cr_improvement_percentage_min,cr_improvement_percentage_mean,cr_improvement_percentage_std,cr_improvement_percentage_max,ipe_improvement_percentage_min,ipe_improvement_percentage_mean,ipe_improvement_percentage_std,ipe_improvement_percentage_max
TypeScript,28,64,50.00,32,0,30,0,2,100.00,398.18,233.14,1250.00,-6.67,94.11,102.74,380.75
TypeScript,60,30,60.00,18,0,18,0,0,200.00,675.46,268.19,1300.00,11.82,101.83,163.99,734.38
TypeScript,90,20,65.00,13,0,13,0,0,566.67,888.46,332.16,1633.33,11.40,65.96,47.13,161.19
l10n-france,7,194,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
l10n-france,14,97,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
l10n-france,28,49,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
l10n-france,60,23,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
l10n-france,90,16,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tcommon-studio-se,7,256,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tcommon-studio-se,14,128,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tcommon-studio-se,28,64,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tcommon-studio-se,60,30,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tcommon-studio-se,90,20,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tdi-studio-se,7,257,0.78,0,2,1,1,0,0.00,0.00,0.00,0.00,0.00,100.00,141.42,200.00
tdi-studio-se,14,129,1.55,0,2,1,1,0,0.00,0.00,0.00,0.00,0.00,156.25,220.97,312.50
tdi-studio-se,28,65,3.08,0,2,1,1,0,0.00,0.00,0.00,0.00,0.00,393.75,556.85,787.50
tdi-studio-se,60,30,6.67,0,2,2,0,0,0.00,0.00,0.00,0.00,333.33,979.17,913.35,1625.00
tdi-studio-se,90,20,10.00,0,2,2,0,0,0.00,0.00,0.00,0.00,125.00,160.99,50.89,196.97
go-ipfs,7,223,1.35,1,2,3,0,0,0.00,66.67,115.47,200.00,30.43,87.92,97.07,200.00
go-ipfs,14,112,2.68,1,2,3,0,0,0.00,66.67,115.47,200.00,133.33,457.49,556.44,1100.00
go-ipfs,28,56,5.36,1,2,3,0,0,0.00,66.67,115.47,200.00,28.57,623.50,1018.90,1800.00
go-ipfs,60,26,11.54,1,2,3,0,0,0.00,66.67,115.47,200.00,27.94,416.84,514.32,1000.00
go-ipfs,90,18,16.67,1,2,3,0,0,0.00,66.67,115.47,200.00,16.48,176.14,226.59,435.48
tao-core,7,256,47.27,62,59,98,14,9,0.00,53.10,67.75,300.00,-16.95,78.99,129.98,700.00
tao-core,14,128,59.38,63,13,73,0,3,0.00,112.61,93.66,500.00,-32.53,78.41,121.07,700.00
tao-core,28,64,65.63,40,2,42,0,0,0.00,197.34,141.74,700.00,7.77,67.11,60.19,311.11
tao-core,60,30,66.67,20,0,20,0,0,133.33,418.75,188.02,733.33,28.51,72.38,41.79,208.02
tao-core,90,20,70.00,14,0,14,0,0,150.00,554.80,234.54,933.33,21.05,77.91,85.17,357.22
nativescript-cli,7,257,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
nativescript-cli,14,129,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
nativescript-cli,28,65,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
nativescript-cli,60,30,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
nativescript-cli,90,20,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AmazeFileManager,7,93,6.45,2,4,3,2,1,0.00,50.00,83.67,200.00,-37.31,49.62,84.67,200.00
AmazeFileManager,14,47,10.64,2,3,3,2,0,0.00,100.00,141.42,300.00,0.00,28.21,26.43,53.54
AmazeFileManager,28,24,16.67,3,1,3,1,0,0.00,175.00,125.83,300.00,0.00,82.07,75.88,182.83
AmazeFileManager,60,11,27.27,2,1,3,0,0,0.00,150.00,132.29,250.00,21.44,340.43,536.64,960.00
AmazeFileManager,90,8,37.50,2,1,3,0,0,0.00,150.00,132.29,250.00,5.48,127.93,204.18,363.64
personalized-learning,7,237,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
personalized-learning,14,119,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
personalized-learning,28,60,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
personalized-learning,60,28,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
personalized-learning,90,19,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
commcare-cloud,7,72,41.67,17,13,28,2,0,0.00,170.00,214.80,700.00,0.00,117.96,179.53,800.00
commcare-cloud,14,36,61.11,16,6,21,1,0,0.00,222.73,288.15,1300.00,0.00,87.10,68.79,275.00
commcare-cloud,28,18,83.33,13,2,15,0,0,0.00,373.33,384.46,1600.00,7.58,123.38,131.31,443.51
commcare-cloud,60,9,100.00,8,1,8,0,1,0.00,531.48,482.36,1500.00,-13.83,90.63,92.85,271.66
commcare-cloud,90,6,100.00,6,0,6,0,0,350.00,922.22,734.37,2350.00,7.54,55.43,39.60,118.61
extension-tao-testqti,7,253,35.97,49,42,76,13,2,0.00,65.33,85.00,500.00,-14.29,82.31,118.64,600.00
extension-tao-testqti,14,127,48.82,45,17,58,3,1,0.00,101.96,99.94,450.00,-16.56,78.48,107.08,700.00
extension-tao-testqti,28,64,59.38,32,6,36,1,1,0.00,175.75,147.58,500.00,-26.53,57.18,53.43,206.70
extension-tao-testqti,60,30,66.67,18,2,20,0,0,0.00,322.19,278.53,1150.00,18.75,70.34,57.67,253.31
extension-tao-testqti,90,20,70.00,13,1,14,0,0,0.00,435.60,349.62,1360.00,16.67,57.90,43.68,159.49
carbonapi,7,112,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
carbonapi,14,56,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
carbonapi,28,28,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
carbonapi,60,14,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
carbonapi,90,9,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
cdap,7,245,10.20,14,11,24,1,0,0.00,140.67,172.88,600.00,0.00,312.57,858.10,4233.33
cdap,14,123,17.89,15,7,21,1,0,0.00,178.41,188.08,650.00,0.00,205.60,387.38,1757.14
cdap,28,62,29.03,13,5,18,0,0,0.00,238.89,277.89,950.00,2.34,242.94,492.12,2079.41
cdap,60,29,41.38,10,2,12,0,0,0.00,387.50,405.71,1150.00,1.88,212.35,488.94,1756.25
cdap,90,19,42.11,7,1,8,0,0,0.00,540.63,531.16,1650.00,43.84,453.06,1011.68,2955.46
sparc-request,7,235,13.62,24,8,27,3,2,0.00,256.77,382.99,1800.00,-12.06,65.87,74.38,300.00
sparc-request,14,118,22.88,23,4,25,2,0,0.00,288.27,296.63,1100.00,0.00,91.58,128.14,500.00
sparc-request,28,59,38.98,19,4,22,1,0,0.00,331.16,328.58,1200.00,0.00,132.78,243.27,1180.00
sparc-request,60,28,53.57,12,3,15,0,0,0.00,473.33,365.57,1200.00,5.88,68.43,68.28,249.08
sparc-request,90,19,57.89,10,1,11,0,0,0.00,600.00,389.30,1400.00,13.11,147.67,120.75,428.43
synapse,7,242,10.74,12,14,23,1,2,0.00,71.15,100.17,300.00,-26.91,145.34,194.71,900.00
synapse,14,121,19.01,15,8,22,1,0,0.00,117.39,123.96,400.00,0.00,156.24,169.80,550.00
synapse,28,61,31.15,15,4,17,1,1,0.00,139.47,128.65,400.00,-35.77,123.00,211.57,750.00
synapse,60,29,48.28,12,2,14,0,0,0.00,232.14,218.92,700.00,3.33,150.39,120.76,346.23
synapse,90,19,63.16,10,2,12,0,0,0.00,254.17,249.05,700.00,2.13,108.88,69.12,238.81
azure-sdk-for-go,7,214,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
azure-sdk-for-go,14,107,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
azure-sdk-for-go,28,54,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
azure-sdk-for-go,60,25,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
azure-sdk-for-go,90,17,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
machine-learning,7,249,1.61,0,4,3,1,0,0.00,0.00,0.00,0.00,0.00,78.13,92.63,200.00
machine-learning,14,125,3.20,0,4,3,1,0,0.00,0.00,0.00,0.00,0.00,132.78,186.19,400.00
machine-learning,28,63,4.76,1,2,2,1,0,0.00,33.33,57.74,100.00,0.00,28.36,34.43,66.67
machine-learning,60,29,10.34,1,2,2,1,0,0.00,33.33,57.74,100.00,0.00,111.96,119.33,237.50
machine-learning,90,20,15.00,1,2,3,0,0,0.00,33.33,57.74,100.00,151.61,223.75,120.19,362.50
protobuf,7,41,2.44,0,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
protobuf,14,21,4.76,0,1,1,0,0,0.00,0.00,0.00,0.00,123.53,123.53,0.00,123.53
protobuf,28,11,9.09,0,1,1,0,0,0.00,0.00,0.00,0.00,67.74,67.74,0.00,67.74
protobuf,60,5,20.00,0,1,1,0,0,0.00,0.00,0.00,0.00,375.00,375.00,0.00,375.00
protobuf,90,4,25.00,0,1,1,0,0,0.00,0.00,0.00,0.00,540.00,540.00,0.00,540.00
pachyderm,7,205,31.71,46,19,53,7,5,0.00,138.46,161.96,900.00,-30.77,90.49,147.08,700.00
pachyderm,14,103,50.49,42,10,45,2,5,0.00,200.32,204.14,1100.00,-23.81,126.91,263.85,1800.00
pachyderm,28,52,67.31,31,4,34,1,0,0.00,335.00,275.61,1200.00,0.00,75.15,78.20,318.39
pachyderm,60,24,79.17,18,1,18,0,1,0.00,593.86,415.38,1800.00,-1.60,93.59,101.93,360.00
pachyderm,90,16,81.25,13,0,12,0,1,300.00,800.64,503.95,2150.00,-1.13,70.04,53.36,183.66
code-dot-org,7,245,8.16,15,5,20,0,0,0.00,556.67,471.76,1700.00,1.10,134.53,159.13,740.00
code-dot-org,14,123,10.57,10,3,13,0,0,0.00,646.15,492.64,1400.00,11.63,147.57,142.44,391.57
code-dot-org,28,62,16.13,7,3,10,0,0,0.00,896.67,810.84,2033.33,3.97,177.79,234.22,790.29
code-dot-org,60,29,20.69,4,2,6,0,0,0.00,1216.67,1533.44,3933.33,13.49,138.45,230.14,605.62
code-dot-org,90,20,30.00,4,2,6,0,0,0.00,1216.67,1606.48,4033.33,3.31,178.87,201.77,552.94
oauthenticator,7,156,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
oauthenticator,14,78,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
oauthenticator,28,39,2.56,0,1,1,0,0,0.00,0.00,0.00,0.00,33.33,33.33,0.00,33.33
oauthenticator,60,19,5.26,0,1,1,0,0,0.00,0.00,0.00,0.00,133.33,133.33,0.00,133.33
oauthenticator,90,13,7.69,0,1,1,0,0,0.00,0.00,0.00,0.00,33.33,33.33,0.00,33.33
viral-ngs,7,235,1.28,0,3,2,1,0,0.00,0.00,0.00,0.00,0.00,55.56,50.92,100.00
viral-ngs,14,118,3.39,0,4,3,1,0,0.00,0.00,0.00,0.00,0.00,61.25,93.13,200.00
viral-ngs,28,59,6.78,0,4,3,1,0,0.00,0.00,0.00,0.00,0.00,118.13,131.58,260.00
viral-ngs,60,28,14.29,1,3,4,0,0,0.00,25.00,50.00,100.00,147.37,221.84,63.29,300.00
viral-ngs,90,19,21.05,1,3,4,0,0,0.00,25.00,50.00,100.00,100.00,400.42,213.44,575.00
osl-jenkins,7,155,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
osl-jenkins,14,78,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
osl-jenkins,28,39,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
osl-jenkins,60,19,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
osl-jenkins,90,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
firefox-ios,7,140,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
firefox-ios,14,70,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
firefox-ios,28,35,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
firefox-ios,60,17,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
firefox-ios,90,11,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
vega-lite,7,191,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
vega-lite,14,96,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
vega-lite,28,48,2.08,0,1,1,0,0,0.00,0.00,0.00,0.00,115.38,115.38,0.00,115.38
vega-lite,60,23,4.35,0,1,1,0,0,0.00,0.00,0.00,0.00,313.33,313.33,0.00,313.33
vega-lite,90,15,6.67,0,1,1,0,0,0.00,0.00,0.00,0.00,413.33,413.33,0.00,413.33
IntITA,7,199,7.04,0,14,10,4,0,0.00,0.00,0.00,0.00,0.00,230.03,279.99,866.67
IntITA,14,100,13.00,1,12,12,1,0,0.00,7.69,27.74,100.00,0.00,434.71,557.26,1900.00
IntITA,28,50,26.00,2,11,12,1,0,0.00,15.38,37.55,100.00,0.00,694.69,1077.90,2800.00
IntITA,60,24,41.67,3,7,10,0,0,0.00,50.00,84.98,200.00,4.05,642.57,1677.70,5400.00
IntITA,90,16,43.75,5,2,7,0,0,0.00,114.29,106.90,300.00,20.41,156.18,92.66,280.00
myuw,7,235,10.21,6,18,22,2,0,0.00,52.08,109.82,400.00,0.00,142.84,262.25,1300.00
myuw,14,118,17.80,10,11,20,1,0,0.00,71.43,94.30,300.00,0.00,151.52,211.83,950.00
myuw,28,59,27.12,9,7,16,0,0,0.00,118.75,138.89,450.00,7.94,139.18,209.72,750.00
myuw,60,28,35.71,8,2,10,0,0,0.00,230.00,217.56,600.00,8.02,795.26,1680.68,5400.00
myuw,90,19,42.11,7,1,8,0,0,0.00,293.75,270.50,800.00,13.85,148.40,119.39,333.02
KittehIRCClientLib,7,192,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KittehIRCClientLib,14,96,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KittehIRCClientLib,28,48,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KittehIRCClientLib,60,23,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KittehIRCClientLib,90,15,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
fastlane,7,184,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
fastlane,14,92,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
fastlane,28,46,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
fastlane,60,22,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
fastlane,90,15,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
gatk,7,191,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
gatk,14,96,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
gatk,28,48,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
gatk,60,23,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
gatk,90,15,6.67,0,1,1,0,0,0.00,0.00,0.00,0.00,115.79,115.79,0.00,115.79
batfish,7,125,7.20,1,8,9,0,0,0.00,11.11,33.33,100.00,4.03,187.46,203.44,650.00
batfish,14,63,15.87,2,8,10,0,0,0.00,15.00,33.75,100.00,2.58,125.46,102.62,343.48
batfish,28,32,21.88,4,3,7,0,0,0.00,71.43,107.46,300.00,24.55,165.44,246.12,708.70
batfish,60,15,33.33,2,3,5,0,0,0.00,80.00,130.38,300.00,54.55,125.40,46.78,175.50
batfish,90,10,40.00,1,3,4,0,0,0.00,112.50,225.00,450.00,65.29,147.52,126.18,335.64
boulder,7,229,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
boulder,14,115,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
boulder,28,58,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
boulder,60,27,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
boulder,90,18,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
typo3-realurl,7,213,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
typo3-realurl,14,107,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
typo3-realurl,28,54,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
typo3-realurl,60,25,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
typo3-realurl,90,17,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
enroll,7,165,58.79,85,12,85,8,4,0.00,266.67,283.19,1600.00,-11.93,45.97,50.18,250.00
enroll,14,83,74.70,60,2,56,2,4,0.00,416.11,317.44,1600.00,-30.34,42.42,41.78,260.00
enroll,28,42,88.10,37,0,36,0,1,50.00,546.73,362.62,1900.00,-7.05,44.07,30.96,138.78
enroll,60,20,95.00,19,0,19,0,0,300.00,897.86,483.39,1960.00,18.81,44.73,18.71,93.86
enroll,90,13,100.00,13,0,13,0,0,466.67,1139.00,717.53,3100.00,13.43,42.05,20.46,88.50
bugsnag-android-gradle-plugin,7,142,3.52,1,4,4,1,0,0.00,20.00,44.72,100.00,0.00,36.67,38.01,100.00
bugsnag-android-gradle-plugin,14,71,7.04,1,4,4,1,0,0.00,20.00,44.72,100.00,0.00,36.67,38.01,100.00
bugsnag-android-gradle-plugin,28,36,11.11,1,3,3,1,0,0.00,50.00,100.00,200.00,0.00,18.53,14.42,31.25
bugsnag-android-gradle-plugin,60,17,17.65,1,2,3,0,0,0.00,66.67,115.47,200.00,38.82,60.56,34.22,100.00
bugsnag-android-gradle-plugin,90,12,25.00,1,2,3,0,0,0.00,66.67,115.47,200.00,7.69,32.54,21.62,47.06
ACE3,7,228,3.95,5,4,9,0,0,0.00,94.44,123.60,300.00,25.33,88.38,86.42,300.00
ACE3,14,114,7.02,4,4,8,0,0,0.00,79.17,105.31,300.00,22.91,47.61,28.61,102.70
ACE3,28,57,14.04,4,4,8,0,0,0.00,79.17,105.31,300.00,17.95,164.15,275.53,833.33
ACE3,60,27,37.04,3,7,10,0,0,0.00,55.00,101.24,300.00,38.82,150.77,123.84,450.00
ACE3,90,18,44.44,4,4,8,0,0,0.00,81.25,106.70,300.00,7.79,115.00,130.61,356.06
roslyn,7,229,56.33,114,15,128,1,0,0.00,353.23,258.85,1100.00,0.00,70.92,63.30,320.97
roslyn,14,115,65.22,71,4,75,0,0,0.00,573.29,348.00,1633.33,4.39,77.66,77.10,430.43
roslyn,28,58,67.24,38,1,39,0,0,0.00,998.68,460.22,2200.00,15.53,74.21,46.16,218.01
roslyn,60,27,70.37,19,0,19,0,0,600.00,1712.28,751.81,3200.00,11.22,66.50,37.70,151.65
roslyn,90,18,72.22,13,0,13,0,0,600.00,2175.26,958.41,3950.00,15.76,55.51,29.86,110.79
spout,7,214,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spout,14,107,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spout,28,54,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spout,60,25,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
spout,90,17,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Misskey,7,222,2.25,0,5,4,1,0,0.00,0.00,0.00,0.00,0.00,306.72,524.11,1236.36
Misskey,14,111,3.60,1,3,3,1,0,0.00,25.00,50.00,100.00,0.00,110.57,163.24,348.72
Misskey,28,56,5.36,1,2,3,0,0,0.00,66.67,115.47,200.00,51.79,102.30,87.20,202.99
Misskey,60,26,11.54,1,2,3,0,0,0.00,66.67,115.47,200.00,26.88,163.23,235.74,435.44
Misskey,90,18,11.11,1,1,2,0,0,0.00,150.00,212.13,300.00,42.30,44.84,3.59,47.37
OpenDominion,7,124,3.23,1,3,2,1,1,0.00,50.00,100.00,200.00,-14.29,58.93,98.00,200.00
OpenDominion,14,62,4.84,2,1,2,1,0,0.00,166.67,208.17,400.00,0.00,16.29,21.90,41.18
OpenDominion,28,31,9.68,2,1,2,1,0,0.00,166.67,208.17,400.00,0.00,15.95,22.10,41.18
OpenDominion,60,15,26.67,2,2,3,1,0,0.00,125.00,189.30,400.00,0.00,104.61,139.96,300.00
OpenDominion,90,10,30.00,3,0,3,0,0,100.00,200.00,173.21,400.00,2.70,125.49,134.49,269.23
sandy-rails,7,240,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sandy-rails,14,120,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sandy-rails,28,60,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sandy-rails,60,28,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sandy-rails,90,19,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ecommerce,7,221,0.45,0,1,1,0,0,0.00,0.00,0.00,0.00,500.00,500.00,0.00,500.00
ecommerce,14,111,0.90,0,1,1,0,0,0.00,0.00,0.00,0.00,83.33,83.33,0.00,83.33
ecommerce,28,56,1.79,0,1,1,0,0,0.00,0.00,0.00,0.00,316.67,316.67,0.00,316.67
ecommerce,60,26,3.85,0,1,1,0,0,0.00,0.00,0.00,0.00,400.00,400.00,0.00,400.00
ecommerce,90,18,5.56,0,1,1,0,0,0.00,0.00,0.00,0.00,690.91,690.91,0.00,690.91
augur,7,204,9.31,10,9,19,0,0,0.00,99.12,121.78,350.00,9.09,139.32,167.95,620.00
augur,14,102,15.69,9,7,16,0,0,0.00,114.58,151.52,533.33,3.33,224.11,299.12,1120.00
augur,28,51,21.57,8,3,11,0,0,0.00,184.85,218.64,766.67,25.37,270.71,331.63,1120.00
augur,60,24,33.33,6,2,8,0,0,0.00,270.83,346.15,1033.33,1.54,111.51,143.09,401.56
augur,90,16,43.75,5,2,7,0,0,0.00,295.24,430.51,1233.33,0.98,167.71,161.03,406.25
vault,7,214,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
vault,14,107,1.87,0,2,2,0,0,0.00,0.00,0.00,0.00,39.58,42.29,3.83,45.00
vault,28,54,5.56,0,3,3,0,0,0.00,0.00,0.00,0.00,21.95,77.33,71.71,158.33
vault,60,25,8.00,1,1,2,0,0,0.00,50.00,70.71,100.00,111.90,206.76,134.15,301.61
vault,90,17,11.76,1,1,2,0,0,0.00,50.00,70.71,100.00,73.03,93.18,28.50,113.33
NativeScript,7,214,0.93,0,2,2,0,0,0.00,0.00,0.00,0.00,27.27,27.92,0.92,28.57
NativeScript,14,107,2.80,0,3,2,1,0,0.00,0.00,0.00,0.00,0.00,64.07,64.29,128.57
NativeScript,28,54,5.56,0,3,3,0,0,0.00,0.00,0.00,0.00,41.18,130.18,135.16,285.71
NativeScript,60,25,12.00,0,3,2,1,0,0.00,0.00,0.00,0.00,0.00,41.67,38.19,75.00
NativeScript,90,17,17.65,0,3,2,1,0,0.00,0.00,0.00,0.00,0.00,34.52,37.85,75.00
kontena,7,204,0.49,0,1,1,0,0,0.00,0.00,0.00,0.00,136.36,136.36,0.00,136.36
kontena,14,102,1.96,0,2,2,0,0,0.00,0.00,0.00,0.00,107.69,240.21,187.41,372.73
kontena,28,51,3.92,0,2,2,0,0,0.00,0.00,0.00,0.00,48.28,455.96,576.55,863.64
kontena,60,24,8.33,0,2,2,0,0,0.00,0.00,0.00,0.00,216.98,259.81,60.56,302.63
kontena,90,16,6.25,1,0,1,0,0,100.00,100.00,0.00,100.00,217.05,217.05,0.00,217.05
che,7,170,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
che,14,85,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
che,28,43,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
che,60,20,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
che,90,14,7.14,0,1,1,0,0,0.00,0.00,0.00,0.00,161.29,161.29,0.00,161.29
exareme,7,189,0.53,0,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
exareme,14,95,1.05,0,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
exareme,28,48,2.08,0,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
exareme,60,22,4.55,0,1,1,0,0,0.00,0.00,0.00,0.00,100.00,100.00,0.00,100.00
exareme,90,15,6.67,0,1,1,0,0,0.00,0.00,0.00,0.00,100.00,100.00,0.00,100.00
ember-in-viewport,7,201,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ember-in-viewport,14,101,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ember-in-viewport,28,51,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ember-in-viewport,60,24,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ember-in-viewport,90,16,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
